"parent" "sex" "offspring" "chrom" "left" "right" "meiosis" "distance_to_next" "dodgy_chromosome"
"8981722" "M" "8L30208" 19 3705922 3848078 "8981722_8L30208" NA "no"
"8981722" "M" "8L30208" 20 9035170 9371643 "8981722_8L30208" NA "no"
"8981722" "M" "8L30208" 21 1032587 1828156 "8981722_8L30208" NA "no"
"8981722" "M" "8L30208" 23 1533124 2226897 "8981722_8L30208" NA "no"
"8981722" "M" "8L30208" 24 3753242 4075867 "8981722_8L30208" NA "no"
"8981722" "M" "8L30208" 26 2102465 3144166 "8981722_8L30208" 1102909 "no"
"8981722" "M" "8L30208" 26 4247075 5554179 "8981722_8L30208" NA "no"
"8981722" "M" "8L30208" 29 12511485 12699584 "8981722_8L30208" 53233667 "no"
"8981722" "M" "8L30208" 29 65933251 66182145 "8981722_8L30208" NA "no"
"8981722" "M" "8L30212" 1 66693017 66830965 "8981722_8L30212" NA "no"
"8981722" "M" "8L30212" 2 20007135 20157735 "8981722_8L30212" 125631615 "no"
"8981722" "M" "8L30212" 2 145789350 146251417 "8981722_8L30212" NA "no"
"8981722" "M" "8L30212" 3 66635814 66702932 "8981722_8L30212" NA "no"
"8981722" "M" "8L30212" 4 47659539 48134105 "8981722_8L30212" NA "no"
"8981722" "M" "8L30212" 5 50770136 50847488 "8981722_8L30212" NA "no"
"8981722" "M" "8L30212" 6 13825818 14499511 "8981722_8L30212" NA "no"
"8981722" "M" "8L30212" 7 35181482 35584078 "8981722_8L30212" NA "no"
"8981722" "M" "8L30212" 10 12978770 13143724 "8981722_8L30212" NA "no"
"8981722" "M" "8L30212" 11 15185218 15363261 "8981722_8L30212" NA "no"
"8981722" "M" "8L30212" 15 3394288 4647222 "8981722_8L30212" NA "no"
"8981722" "M" "8L30212" 17 7314839 7764331 "8981722_8L30212" NA "no"
"8981722" "M" "8L30212" 18 8150884 8323635 "8981722_8L30212" NA "no"
"8981722" "M" "8L30212" 19 4322411 4877509 "8981722_8L30212" NA "no"
"8981722" "M" "8L30212" 20 11675247 11912581 "8981722_8L30212" NA "no"
"8981722" "M" "8L30212" 23 3090010 3630055 "8981722_8L30212" NA "no"
"8981722" "M" "8L30212" 26 1709827 3098894 "8981722_8L30212" NA "no"
"8981722" "M" "8L30212" 28 2795684 2839813 "8981722_8L30212" NA "no"
"8981722" "M" "8L30212" 29 65162478 65274022 "8981722_8L30212" NA "no"
"8981722" "M" "8L52960" 2 99335219 99444473 "8981722_8L52960" 43806152 "no"
"8981722" "M" "8L52960" 2 143250625 143333822 "8981722_8L52960" NA "no"
"8981722" "M" "8L52960" 3 1234754 1746588 "8981722_8L52960" 103092908 "no"
"8981722" "M" "8L52960" 3 104839496 104906639 "8981722_8L52960" NA "no"
"8981722" "M" "8L52960" 4 34796611 34953195 "8981722_8L52960" 28997917 "no"
"8981722" "M" "8L52960" 4 63951112 64344556 "8981722_8L52960" NA "no"
"8981722" "M" "8L52960" 5 7597163 9281637 "8981722_8L52960" 28067895 "no"
"8981722" "M" "8L52960" 5 37349532 37525045 "8981722_8L52960" NA "no"
"8981722" "M" "8L52960" 6 13825818 14499511 "8981722_8L52960" NA "no"
"8981722" "M" "8L52960" 7 13580713 13657634 "8981722_8L52960" NA "no"
"8981722" "M" "8L52960" 8 1245322 1301717 "8981722_8L52960" NA "no"
"8981722" "M" "8L52960" 13 9507785 9604819 "8981722_8L52960" NA "no"
"8981722" "M" "8L52960" 15 3005738 3113022 "8981722_8L52960" NA "no"
"8981722" "M" "8L52960" 19 2654440 3109605 "8981722_8L52960" NA "no"
"8981722" "M" "8L52960" 20 5008620 5287162 "8981722_8L52960" NA "no"
"8981722" "M" "8L52960" 23 5297980 5732439 "8981722_8L52960" NA "no"
"8981722" "M" "8L52960" 29 60753269 60906329 "8981722_8L52960" NA "no"
"8981722" "M" "8L52962" 1 11134555 13742361 "8981722_8L52962" 72894574 "no"
"8981722" "M" "8L52962" 1 86636935 86755207 "8981722_8L52962" NA "no"
"8981722" "M" "8L52962" 2 109222920 109394476 "8981722_8L52962" NA "no"
"8981722" "M" "8L52962" 3 57140018 57312743 "8981722_8L52962" NA "no"
"8981722" "M" "8L52962" 4 51652124 51811202 "8981722_8L52962" NA "no"
"8981722" "M" "8L52962" 5 55943539 56349534 "8981722_8L52962" NA "no"
"8981722" "M" "8L52962" 6 4787801 4946199 "8981722_8L52962" NA "no"
"8981722" "M" "8L52962" 8 9486768 9789302 "8981722_8L52962" 32167801 "no"
"8981722" "M" "8L52962" 8 41957103 42177409 "8981722_8L52962" NA "no"
"8981722" "M" "8L52962" 9 1232657 1677387 "8981722_8L52962" 18831329 "no"
"8981722" "M" "8L52962" 9 20508716 20970760 "8981722_8L52962" NA "no"
"8981722" "M" "8L52962" 13 15161339 15290392 "8981722_8L52962" NA "no"
"8981722" "M" "8L52962" 14 4454087 4608991 "8981722_8L52962" NA "no"
"8981722" "M" "8L52962" 15 3589093 4681245 "8981722_8L52962" NA "no"
"8981722" "M" "8L52962" 19 1262706 1767640 "8981722_8L52962" NA "no"
"8981722" "M" "8L52962" 21 2842062 3010249 "8981722_8L52962" NA "no"
"8981723" "M" "8981012" 2 140139240 140278308 "8981723_8981012" 2268738 "no"
"8981723" "M" "8981012" 2 142547046 142593508 "8981723_8981012" NA "no"
"8981723" "M" "8981012" 3 80636902 80662963 "8981723_8981012" NA "no"
"8981723" "M" "8981012" 8 43654451 44771255 "8981723_8981012" NA "no"
"8981723" "M" "8981012" 10 15251177 15333144 "8981723_8981012" NA "no"
"8981723" "M" "8981012" 12 15974707 16375307 "8981723_8981012" NA "no"
"8981723" "M" "8981012" 14 12414269 12670275 "8981723_8981012" NA "no"
"8981723" "M" "8981012" 15 10734944 11597609 "8981723_8981012" NA "no"
"8981723" "M" "8981012" 17 5898426 6245881 "8981723_8981012" 33305 "no"
"8981723" "M" "8981012" 17 6279186 6754340 "8981723_8981012" NA "no"
"8981723" "M" "8981012" 18 6255842 6587237 "8981723_8981012" 4168871 "no"
"8981723" "M" "8981012" 18 10756108 11285921 "8981723_8981012" NA "no"
"8981723" "M" "8981012" 24 880888 1595122 "8981723_8981012" NA "no"
"8981723" "M" "8981012" 28 1685491 2399788 "8981723_8981012" NA "no"
"8981723" "M" "8981012" 29 10396338 10421561 "8981723_8981012" NA "no"
"8981723" "M" "8981264" 1 22284522 22372326 "8981723_8981264" NA "no"
"8981723" "M" "8981264" 2 6780855 6877767 "8981723_8981264" NA "no"
"8981723" "M" "8981264" 3 13122018 13292669 "8981723_8981264" 67351208 "no"
"8981723" "M" "8981264" 3 80643877 80700009 "8981723_8981264" NA "no"
"8981723" "M" "8981264" 4 644072 945871 "8981723_8981264" NA "no"
"8981723" "M" "8981264" 5 43790644 43862558 "8981723_8981264" NA "no"
"8981723" "M" "8981264" 6 5873524 6101748 "8981723_8981264" NA "no"
"8981723" "M" "8981264" 8 3510151 3578136 "8981723_8981264" NA "no"
"8981723" "M" "8981264" 9 12937604 13033532 "8981723_8981264" 8298059 "no"
"8981723" "M" "8981264" 9 21331591 21473487 "8981723_8981264" NA "no"
"8981723" "M" "8981264" 14 5090954 5323517 "8981723_8981264" NA "no"
"8981723" "M" "8981264" 20 6053480 6318517 "8981723_8981264" 3690167 "no"
"8981723" "M" "8981264" 20 10008684 10166235 "8981723_8981264" NA "no"
"8981723" "M" "8981264" 24 1385883 2058671 "8981723_8981264" NA "no"
"8981723" "M" "8981264" 27 2505086 3197937 "8981723_8981264" NA "no"
"8981773" "M" "8L89731" 1 548354 981931 "8981773_8L89731" NA "no"
"8981773" "M" "8L89731" 2 62583433 62700912 "8981773_8L89731" NA "no"
"8981773" "M" "8L89731" 3 6583498 6759804 "8981773_8L89731" NA "no"
"8981773" "M" "8L89731" 4 1031178 1261240 "8981773_8L89731" 376649 "no"
"8981773" "M" "8L89731" 4 1637889 2434754 "8981773_8L89731" 8422196 "no"
"8981773" "M" "8L89731" 4 10856950 11153604 "8981773_8L89731" NA "no"
"8981773" "M" "8L89731" 5 18247149 18386811 "8981773_8L89731" 8449772 "no"
"8981773" "M" "8L89731" 5 26836583 26899677 "8981773_8L89731" 93178 "no"
"8981773" "M" "8L89731" 5 26992855 27262074 "8981773_8L89731" 30169012 "no"
"8981773" "M" "8L89731" 5 57431086 57547955 "8981773_8L89731" NA "no"
"8981773" "M" "8L89731" 6 5054158 5267997 "8981773_8L89731" NA "no"
"8981773" "M" "8L89731" 10 483312 496104 "8981773_8L89731" 200323 "no"
"8981773" "M" "8L89731" 10 696427 717300 "8981773_8L89731" NA "no"
"8981773" "M" "8L89731" 12 18494055 19027485 "8981773_8L89731" NA "no"
"8981773" "M" "8L89731" 14 13668206 14043049 "8981773_8L89731" NA "no"
"8981773" "M" "8L89731" 17 3858968 3997250 "8981773_8L89731" NA "no"
"8981773" "M" "8L89731" 18 6348415 6587237 "8981773_8L89731" NA "no"
"8981773" "M" "8L89731" 21 234881 306984 "8981773_8L89731" NA "no"
"8981773" "M" "8L89731" 22 788149 2868620 "8981773_8L89731" NA "no"
"8981773" "M" "8L89731" 23 4007991 5042947 "8981773_8L89731" NA "no"
"8981773" "M" "8L89731" 24 2454935 3481593 "8981773_8L89731" NA "no"
"8981773" "M" "8L89731" 26 1709827 3098894 "8981773_8L89731" NA "no"
"8981773" "M" "8L89731" 27 2466960 3060930 "8981773_8L89731" NA "no"
"8981773" "M" "8L89731" 29 63273680 63586173 "8981773_8L89731" NA "no"
"8981773" "M" "8M31602" 1 7259216 7475532 "8981773_8M31602" NA "no"
"8981773" "M" "8M31602" 2 10077540 10116511 "8981773_8M31602" 130572265 "no"
"8981773" "M" "8M31602" 2 140688776 141014933 "8981773_8M31602" NA "no"
"8981773" "M" "8M31602" 4 63968724 64322074 "8981773_8M31602" NA "no"
"8981773" "M" "8M31602" 9 16063878 16875516 "8981773_8M31602" NA "no"
"8981773" "M" "8M31602" 10 10852143 10905944 "8981773_8M31602" NA "no"
"8981773" "M" "8M31602" 11 13166921 13769866 "8981773_8M31602" NA "no"
"8981773" "M" "8M31602" 12 15900748 16074460 "8981773_8M31602" NA "no"
"8981773" "M" "8M31602" 15 8924090 9853662 "8981773_8M31602" NA "no"
"8981773" "M" "8M31602" 18 2178585 2677431 "8981773_8M31602" NA "no"
"8981773" "M" "8M31602" 26 1311807 1787308 "8981773_8M31602" NA "no"
"8981773" "M" "8M31602" 28 2424157 2541187 "8981773_8M31602" NA "no"
"8981773" "M" "8M31602" 29 967372 1469305 "8981773_8M31602" 59351049 "no"
"8981773" "M" "8M31602" 29 60820354 60906329 "8981773_8M31602" NA "no"
"8981792" "M" "8L52674" 2 6988965 7038709 "8981792_8L52674" 36578924 "no"
"8981792" "M" "8L52674" 2 43617633 43812413 "8981792_8L52674" 80720933 "no"
"8981792" "M" "8L52674" 2 124533346 124651330 "8981792_8L52674" NA "no"
"8981792" "M" "8L52674" 3 7893571 7914298 "8981792_8L52674" 101344519 "no"
"8981792" "M" "8L52674" 3 109258817 109760535 "8981792_8L52674" NA "no"
"8981792" "M" "8L52674" 5 14766068 14871626 "8981792_8L52674" NA "no"
"8981792" "M" "8L52674" 6 7227976 7295520 "8981792_8L52674" NA "no"
"8981792" "M" "8L52674" 7 27605844 27767322 "8981792_8L52674" NA "no"
"8981792" "M" "8L52674" 8 8376576 8715132 "8981792_8L52674" 33040533 "no"
"8981792" "M" "8L52674" 8 41755665 41896952 "8981792_8L52674" NA "no"
"8981792" "M" "8L52674" 11 12352394 12592432 "8981792_8L52674" NA "no"
"8981792" "M" "8L52674" 13 64018 146252 "8981792_8L52674" 416125 "no"
"8981792" "M" "8L52674" 13 562377 1218682 "8981792_8L52674" NA "no"
"8981792" "M" "8L52674" 18 7330486 7560363 "8981792_8L52674" NA "no"
"8981792" "M" "8L52674" 19 3705922 3889647 "8981792_8L52674" NA "no"
"8981792" "M" "8L52674" 24 1351638 1595122 "8981792_8L52674" NA "no"
"8981792" "M" "8L52674" 26 1259609 1709827 "8981792_8L52674" NA "no"
"8981792" "M" "8L52674" 29 62084773 62546392 "8981792_8L52674" NA "no"
"8981801" "F" "8L48318" 1 21662958 21870812 "8981801_8L48318" 84991652 "no"
"8981801" "F" "8L48318" 1 106862464 107107390 "8981801_8L48318" NA "no"
"8981801" "F" "8L48318" 2 19578010 20095625 "8981801_8L48318" 8764662 "no"
"8981801" "F" "8L48318" 2 28860287 28979658 "8981801_8L48318" 52998825 "no"
"8981801" "F" "8L48318" 2 81978483 82503713 "8981801_8L48318" 31200293 "no"
"8981801" "F" "8L48318" 2 113704006 114087451 "8981801_8L48318" NA "no"
"8981801" "F" "8L48318" 4 9476979 9831537 "8981801_8L48318" 57072894 "no"
"8981801" "F" "8L48318" 4 66904431 67723619 "8981801_8L48318" NA "no"
"8981801" "F" "8L48318" 5 13644936 13808501 "8981801_8L48318" 30955784 "no"
"8981801" "F" "8L48318" 5 44764285 45084915 "8981801_8L48318" NA "no"
"8981801" "F" "8L48318" 7 9952296 10010748 "8981801_8L48318" NA "no"
"8981801" "F" "8L48318" 8 3226197 3654350 "8981801_8L48318" 10152926 "no"
"8981801" "F" "8L48318" 8 13807276 14137013 "8981801_8L48318" NA "no"
"8981801" "F" "8L48318" 10 2987171 3655469 "8981801_8L48318" NA "no"
"8981801" "F" "8L48318" 12 16595973 16735510 "8981801_8L48318" NA "no"
"8981801" "F" "8L48318" 17 8853385 9482957 "8981801_8L48318" NA "no"
"8981801" "F" "8L48318" 20 3282027 4651519 "8981801_8L48318" NA "no"
"8981801" "F" "8L48318" 23 4658992 5897344 "8981801_8L48318" NA "no"
"8981801" "F" "8L48318" 24 1385883 2616895 "8981801_8L48318" NA "no"
"8981801" "F" "8L48318" 29 62084773 62208325 "8981801_8L48318" 2220110 "no"
"8981801" "F" "8L48318" 29 64428435 64533018 "8981801_8L48318" NA "no"
"8981801" "F" "8L52954" 1 16228018 16582300 "8981801_8L52954" 33854243 "no"
"8981801" "F" "8L52954" 1 50436543 50549424 "8981801_8L52954" 47263174 "no"
"8981801" "F" "8L52954" 1 97812598 98108880 "8981801_8L52954" 9945851 "no"
"8981801" "F" "8L52954" 1 108054731 108668166 "8981801_8L52954" NA "no"
"8981801" "F" "8L52954" 2 114508457 114722208 "8981801_8L52954" NA "no"
"8981801" "F" "8L52954" 3 4208020 4504664 "8981801_8L52954" 50251832 "no"
"8981801" "F" "8L52954" 3 54756496 56091997 "8981801_8L52954" 24093208 "no"
"8981801" "F" "8L52954" 3 80185205 80348968 "8981801_8L52954" NA "no"
"8981801" "F" "8L52954" 4 3007971 3302787 "8981801_8L52954" 35765971 "no"
"8981801" "F" "8L52954" 4 39068758 40393125 "8981801_8L52954" 4155010 "no"
"8981801" "F" "8L52954" 4 44548135 44735400 "8981801_8L52954" NA "no"
"8981801" "F" "8L52954" 5 7549440 9197552 "8981801_8L52954" 27293963 "no"
"8981801" "F" "8L52954" 5 36491515 36889321 "8981801_8L52954" NA "no"
"8981801" "F" "8L52954" 6 1591552 2825422 "8981801_8L52954" 16257244 "no"
"8981801" "F" "8L52954" 6 19082666 19403162 "8981801_8L52954" NA "no"
"8981801" "F" "8L52954" 8 8809126 8989198 "8981801_8L52954" 37300125 "no"
"8981801" "F" "8L52954" 8 46289323 46686468 "8981801_8L52954" NA "no"
"8981801" "F" "8L52954" 9 3542520 3616970 "8981801_8L52954" NA "no"
"8981801" "F" "8L52954" 12 17601430 18491790 "8981801_8L52954" NA "no"
"8981801" "F" "8L52954" 13 11090240 11263238 "8981801_8L52954" NA "no"
"8981801" "F" "8L52954" 17 7279162 9219116 "8981801_8L52954" NA "no"
"8981801" "F" "8L52954" 24 2717291 4290299 "8981801_8L52954" NA "no"
"8981803" "F" "8309155" 1 75764244 76025181 "8981803_8309155" NA "no"
"8981803" "F" "8309155" 3 30012654 30728125 "8981803_8309155" 12641853 "no"
"8981803" "F" "8309155" 3 43369978 43565321 "8981803_8309155" 10220534 "no"
"8981803" "F" "8309155" 3 53785855 53950660 "8981803_8309155" NA "no"
"8981803" "F" "8309155" 4 26706151 26942217 "8981803_8309155" 40410304 "no"
"8981803" "F" "8309155" 4 67352521 70334857 "8981803_8309155" NA "no"
"8981803" "F" "8309155" 5 6438937 6480830 "8981803_8309155" 16503520 "no"
"8981803" "F" "8309155" 5 22984350 23128982 "8981803_8309155" 34918754 "no"
"8981803" "F" "8309155" 5 58047736 58245633 "8981803_8309155" NA "no"
"8981803" "F" "8309155" 6 15188184 15393442 "8981803_8309155" 16702081 "no"
"8981803" "F" "8309155" 6 32095523 32544691 "8981803_8309155" NA "no"
"8981803" "F" "8309155" 8 3218613 3578136 "8981803_8309155" NA "no"
"8981803" "F" "8309155" 9 9588254 9767856 "8981803_8309155" 11043996 "no"
"8981803" "F" "8309155" 9 20811852 21306565 "8981803_8309155" NA "no"
"8981803" "F" "8309155" 10 18604395 18792611 "8981803_8309155" NA "no"
"8981803" "F" "8309155" 11 10973652 11156357 "8981803_8309155" NA "no"
"8981803" "F" "8309155" 13 2441858 3176881 "8981803_8309155" 12575830 "no"
"8981803" "F" "8309155" 13 15752711 16371346 "8981803_8309155" NA "no"
"8981803" "F" "8309155" 15 3360385 3381982 "8981803_8309155" NA "no"
"8981803" "F" "8309155" 20 533150 1287263 "8981803_8309155" NA "no"
"8981803" "F" "8309155" 24 608659 2717291 "8981803_8309155" NA "no"
"8981803" "F" "8309155" 26 1311807 3464667 "8981803_8309155" 2056759 "no"
"8981803" "F" "8309155" 26 5521426 6890404 "8981803_8309155" NA "no"
"8981803" "F" "8309155" 27 2365114 3626746 "8981803_8309155" NA "no"
"8981803" "F" "8981784" 2 30145353 30317531 "8981803_8981784" 112616103 "no"
"8981803" "F" "8981784" 2 142933634 143300487 "8981803_8981784" NA "no"
"8981803" "F" "8981784" 3 32859141 33045805 "8981803_8981784" NA "no"
"8981803" "F" "8981784" 4 21511786 21686186 "8981803_8981784" NA "no"
"8981803" "F" "8981784" 5 6628952 6813274 "8981803_8981784" NA "no"
"8981803" "F" "8981784" 6 20066317 20408280 "8981803_8981784" NA "no"
"8981803" "F" "8981784" 8 1301717 1892012 "8981803_8981784" 18674525 "no"
"8981803" "F" "8981784" 8 20566537 20916681 "8981803_8981784" 5136436 "no"
"8981803" "F" "8981784" 8 26053117 26288773 "8981803_8981784" NA "no"
"8981803" "F" "8981784" 9 18327000 19216078 "8981803_8981784" NA "no"
"8981803" "F" "8981784" 10 8789486 9363631 "8981803_8981784" 8810655 "no"
"8981803" "F" "8981784" 10 18174286 18639363 "8981803_8981784" NA "no"
"8981803" "F" "8981784" 12 3463437 3593707 "8981803_8981784" 7627700 "no"
"8981803" "F" "8981784" 12 11221407 11543794 "8981803_8981784" NA "no"
"8981803" "F" "8981784" 13 8587380 9097977 "8981803_8981784" NA "no"
"8981803" "F" "8981784" 14 7131347 7229407 "8981803_8981784" NA "no"
"8981803" "F" "8981784" 24 1674270 3636938 "8981803_8981784" NA "no"
"8981803" "F" "8981784" 26 504386 1259609 "8981803_8981784" NA "no"
"8981803" "F" "8981784" 29 46187322 46362093 "8981803_8981784" NA "no"
"8981803" "F" "8981786" 2 19645161 19975997 "8981803_8981786" 42527740 "no"
"8981803" "F" "8981786" 2 62503737 62583433 "8981803_8981786" 68108279 "no"
"8981803" "F" "8981786" 2 130691712 131043643 "8981803_8981786" NA "no"
"8981803" "F" "8981786" 3 5214802 5491324 "8981803_8981786" 26580866 "no"
"8981803" "F" "8981786" 3 32072190 32236565 "8981803_8981786" 73145274 "no"
"8981803" "F" "8981786" 3 105381839 105533516 "8981803_8981786" NA "no"
"8981803" "F" "8981786" 4 3007971 3302787 "8981803_8981786" 35598746 "no"
"8981803" "F" "8981786" 4 38901533 47474894 "8981803_8981786" NA "no"
"8981803" "F" "8981786" 5 13450904 13500657 "8981803_8981786" 25533703 "no"
"8981803" "F" "8981786" 5 39034360 39168269 "8981803_8981786" 16335653 "no"
"8981803" "F" "8981786" 5 55503922 55810228 "8981803_8981786" NA "no"
"8981803" "F" "8981786" 6 4118741 4382438 "8981803_8981786" 9267945 "no"
"8981803" "F" "8981786" 6 13650383 14433885 "8981803_8981786" 11246696 "no"
"8981803" "F" "8981786" 6 25680581 26216809 "8981803_8981786" NA "no"
"8981803" "F" "8981786" 7 26442692 27358088 "8981803_8981786" NA "no"
"8981803" "F" "8981786" 8 5062221 5810241 "8981803_8981786" 37474374 "no"
"8981803" "F" "8981786" 8 43284615 44802249 "8981803_8981786" NA "no"
"8981803" "F" "8981786" 10 13383258 13571053 "8981803_8981786" NA "no"
"8981803" "F" "8981786" 11 4591732 4656699 "8981803_8981786" 8405893 "no"
"8981803" "F" "8981786" 11 13062592 13675984 "8981803_8981786" NA "no"
"8981803" "F" "8981786" 12 12952484 13080884 "8981803_8981786" NA "no"
"8981803" "F" "8981786" 15 5385268 5700826 "8981803_8981786" NA "no"
"8981803" "F" "8981786" 17 8128910 8783660 "8981803_8981786" NA "no"
"8981803" "F" "8981786" 19 2869194 3214105 "8981803_8981786" 3577198 "no"
"8981803" "F" "8981786" 19 6791303 7166328 "8981803_8981786" NA "no"
"8981803" "F" "8981786" 20 1925786 2678032 "8981803_8981786" NA "no"
"8981803" "F" "8981786" 23 3010267 4605674 "8981803_8981786" 692306 "no"
"8981803" "F" "8981786" 23 5297980 5942193 "8981803_8981786" NA "no"
"8981803" "F" "8981786" 28 649427 2399788 "8981803_8981786" NA "no"
"8981803" "F" "8981786" 29 27654203 28091616 "8981803_8981786" 17297109 "no"
"8981803" "F" "8981786" 29 45388725 45743515 "8981803_8981786" 18264813 "no"
"8981803" "F" "8981786" 29 64008328 64064447 "8981803_8981786" NA "no"
"8981805" "M" "8309190" 1 15916140 16061684 "8981805_8309190" NA "no"
"8981805" "M" "8309190" 2 146556614 147020903 "8981805_8309190" NA "no"
"8981805" "M" "8309190" 3 3649444 3758101 "8981805_8309190" NA "no"
"8981805" "M" "8309190" 6 1591552 1699656 "8981805_8309190" NA "no"
"8981805" "M" "8309190" 7 35181482 35903941 "8981805_8309190" NA "no"
"8981805" "M" "8309190" 8 3291173 3436375 "8981805_8309190" NA "no"
"8981805" "M" "8309190" 9 5607595 5812581 "8981805_8309190" NA "no"
"8981805" "M" "8309190" 10 14772873 14910917 "8981805_8309190" NA "no"
"8981805" "M" "8309190" 11 17745828 18289726 "8981805_8309190" NA "no"
"8981805" "M" "8309190" 13 10307311 10369483 "8981805_8309190" NA "no"
"8981805" "M" "8309190" 14 12677563 12827891 "8981805_8309190" NA "no"
"8981805" "M" "8309190" 17 6645692 7135719 "8981805_8309190" NA "no"
"8981805" "M" "8309190" 18 10024905 10294513 "8981805_8309190" NA "no"
"8981805" "M" "8309190" 20 9838185 10036227 "8981805_8309190" NA "no"
"8981805" "M" "8309190" 23 4118926 4780821 "8981805_8309190" NA "no"
"8981805" "M" "8309190" 24 1150460 2222147 "8981805_8309190" NA "no"
"8981805" "M" "8309190" 27 2365114 3245082 "8981805_8309190" NA "no"
"8981805" "M" "8668479" 1 20142965 20313871 "8981805_8668479" NA "no"
"8981805" "M" "8668479" 2 121478665 121756181 "8981805_8668479" NA "no"
"8981805" "M" "8668479" 3 13051994 13165052 "8981805_8668479" 89692038 "no"
"8981805" "M" "8668479" 3 102857090 103253962 "8981805_8668479" NA "no"
"8981805" "M" "8668479" 5 7597163 9281637 "8981805_8668479" NA "no"
"8981805" "M" "8668479" 6 12681263 12765032 "8981805_8668479" NA "no"
"8981805" "M" "8668479" 8 14153525 14242863 "8981805_8668479" 28489128 "no"
"8981805" "M" "8668479" 8 42731991 43146120 "8981805_8668479" NA "no"
"8981805" "M" "8668479" 11 16199374 16274198 "8981805_8668479" NA "no"
"8981805" "M" "8668479" 12 3915240 4095806 "8981805_8668479" NA "no"
"8981805" "M" "8668479" 13 15814364 16090945 "8981805_8668479" NA "no"
"8981805" "M" "8668479" 17 7314839 8128910 "8981805_8668479" NA "no"
"8981805" "M" "8668479" 18 6609150 7043895 "8981805_8668479" NA "no"
"8981805" "M" "8668479" 19 715412 824136 "8981805_8668479" NA "no"
"8981805" "M" "8668479" 23 1397953 2272236 "8981805_8668479" NA "no"
"8981805" "M" "8668479" 24 1674270 2365694 "8981805_8668479" NA "no"
"8981805" "M" "8668479" 26 1709827 3134430 "8981805_8668479" NA "no"
"8981805" "M" "8668479" 29 5550520 5627373 "8981805_8668479" 52858453 "no"
"8981805" "M" "8668479" 29 58485826 58543473 "8981805_8668479" NA "no"
"8981805" "M" "8816420" 1 104834013 105125670 "8981805_8816420" NA "no"
"8981805" "M" "8816420" 3 107544330 107587291 "8981805_8816420" NA "no"
"8981805" "M" "8816420" 5 52617804 52904027 "8981805_8816420" NA "no"
"8981805" "M" "8816420" 12 12762687 12999395 "8981805_8816420" NA "no"
"8981805" "M" "8816420" 15 4097482 4647222 "8981805_8816420" NA "no"
"8981805" "M" "8816420" 19 4797290 5047621 "8981805_8816420" NA "no"
"8981805" "M" "8816420" 20 1571563 2462925 "8981805_8816420" NA "no"
"8981805" "M" "8816420" 21 732736 1765783 "8981805_8816420" NA "no"
"8981805" "M" "8816420" 23 2825607 2900313 "8981805_8816420" NA "no"
"8981805" "M" "8816420" 24 4730214 5668255 "8981805_8816420" NA "no"
"8981805" "M" "8816420" 28 486563 1881822 "8981805_8816420" NA "no"
"8981805" "M" "8L19729" 1 25582087 25633639 "8981805_8L19729" NA "no"
"8981805" "M" "8L19729" 2 143452418 143789972 "8981805_8L19729" NA "no"
"8981805" "M" "8L19729" 3 98431165 98577911 "8981805_8L19729" NA "no"
"8981805" "M" "8L19729" 4 62227087 62291528 "8981805_8L19729" NA "no"
"8981805" "M" "8L19729" 5 3336357 4891317 "8981805_8L19729" 46099330 "no"
"8981805" "M" "8L19729" 5 50990647 51698512 "8981805_8L19729" NA "no"
"8981805" "M" "8L19729" 6 6703214 6885516 "8981805_8L19729" NA "no"
"8981805" "M" "8L19729" 8 43492372 44323062 "8981805_8L19729" NA "no"
"8981805" "M" "8L19729" 10 3349568 3788324 "8981805_8L19729" NA "no"
"8981805" "M" "8L19729" 13 5949131 6670047 "8981805_8L19729" NA "no"
"8981805" "M" "8L19729" 14 8975254 9227020 "8981805_8L19729" NA "no"
"8981805" "M" "8L19729" 17 7314839 8085601 "8981805_8L19729" NA "no"
"8981805" "M" "8L19729" 18 4712169 4900167 "8981805_8L19729" NA "no"
"8981805" "M" "8L19729" 19 3160212 3313507 "8981805_8L19729" NA "no"
"8981805" "M" "8L19729" 20 1568532 1871670 "8981805_8L19729" NA "no"
"8981805" "M" "8L19729" 23 6284839 6894494 "8981805_8L19729" NA "no"
"8981805" "M" "8L19729" 29 64561209 64722877 "8981805_8L19729" NA "no"
"8981805" "M" "8L30782" 2 143592245 143663869 "8981805_8L30782" NA "no"
"8981805" "M" "8L30782" 3 902456 1103613 "8981805_8L30782" NA "no"
"8981805" "M" "8L30782" 4 67092875 67673621 "8981805_8L30782" NA "no"
"8981805" "M" "8L30782" 5 58582935 59492626 "8981805_8L30782" 1301224 "no"
"8981805" "M" "8L30782" 5 60793850 60956449 "8981805_8L30782" NA "no"
"8981805" "M" "8L30782" 6 6703214 6870937 "8981805_8L30782" NA "no"
"8981805" "M" "8L30782" 8 40794362 41669021 "8981805_8L30782" NA "no"
"8981805" "M" "8L30782" 12 5172481 5797615 "8981805_8L30782" NA "no"
"8981805" "M" "8L30782" 15 3681312 3904042 "8981805_8L30782" NA "no"
"8981805" "M" "8L30782" 17 8853385 9018118 "8981805_8L30782" NA "no"
"8981805" "M" "8L30782" 18 7095966 7291596 "8981805_8L30782" NA "no"
"8981805" "M" "8L30782" 19 8144654 8219464 "8981805_8L30782" 1725219 "no"
"8981805" "M" "8L30782" 19 9944683 9997188 "8981805_8L30782" NA "no"
